Table 1
County Name,Flown Over X Times,Lattitude Centroid,Longitude Centroid,
'Polk County',50,34.4858849277,-94.2280604373,
'Huntington County',88,40.8292399575,-85.4881722777,
'Marshall County',192,41.3248489608,-86.2617612923,
'Fillmore County',68,43.6739971693,-92.0901672654,
'Androscoggin County',31,44.1658484298,-70.206444997,
'Klamath County',482,42.6864089427,-121.650120994,
'Oswego County',138,43.4638832499,-76.2086867847,
'Russell County',81,36.9338705281,-82.0953569204,
'Alexandria city',1123,38.8184535854,-77.0862060584,
'Sacramento County',1216,38.4493208547,-121.344253814,
'Calaveras County',360,38.204606803,-120.554132098,
'Grafton County',33,43.940666315,-71.8207197904,
'Hickman County',165,35.8032506791,-87.4733082278,
'Otsego County',161,42.6337635679,-75.0326059513,
'Robertson County',51,38.5188144389,-84.0520241975,
'Jefferson County',188,36.0509841883,-83.4463116121,
'Montrose County',222,38.4021560325,-108.269451135,
'Richmond city',141,37.5294416201,-77.475587955,
'Lafayette Parish',87,30.2067729534,-92.0638821244,
'Jack County',306,33.2334606021,-98.1724585828,
'Carroll County',560,39.5628541642,-77.0225227247,
'Traill County',15,47.4541905541,-97.1615544591,
'Ray County',98,39.3524140547,-93.9898835294,
'Sharkey County',59,32.8797230696,-90.8132149241,
'Radford city',47,37.1228911509,-80.5587490523,
'Owen County',177,39.3128100483,-86.8376542268,
'Columbia County',50,46.2974982725,-117.907842238,
'Scott County',150,38.482169359,-100.906858956,
'Jackson County',180,34.7794159964,-85.9993005443,
'Powell County',76,37.8311453235,-83.823774583,
'Greene County',300,39.6914804501,-83.8898867514,
'Guadalupe County',345,29.583050959,-97.9485847382,
'Island County',662,48.162897037,-122.575262954,
'Van Buren County',60,40.7532343253,-91.9499782974,
'Monroe County',288,41.0580656247,-75.3395154572,
'Newton County',142,35.9199743544,-93.2178669264,
'Bonner County',36,48.3000250033,-116.601061373,
'Catoosa County',210,34.9036574214,-85.1382470065,
'Bingham County',42,43.2165580516,-112.398078523,
'Beadle County',57,44.4144805031,-98.2781096129,
'Morgan County',114,33.5908249244,-83.4923823005,
'Broadwater County',16,46.3324239679,-111.495486653,
'Washington County',1088,37.2804061385,-113.504711207,
'Gwinnett County',562,33.9617197861,-84.0236132972,
'Pend Oreille County',18,48.5323201664,-117.274001478,
'Bath County',80,38.0586888264,-79.7410619159,
'Lincoln County',29,48.5424784918,-115.405080861,
'Gratiot County',60,43.2927326789,-84.6049110538,
'Clay County',63,36.3683942057,-90.4173835629,
'Wyoming County',130,37.6096118283,-81.5491772356,
'Hickory County',90,37.9407856984,-93.3207208702,
'Marion County',183,40.5871850985,-83.1609033358,
'Colusa County',174,39.177573113,-122.237029616,
'Tipton County',148,40.3113452381,-86.0518589748,
'Traverse County',31,45.7721844848,-96.4716413553,
'Perquimans County',58,36.1772228503,-76.4076199893,
'Red River Parish',55,32.0931465237,-93.3398791457,
'Haskell County',134,33.1782312871,-99.7303000091,
'Logan County',215,35.9193387894,-97.4433173291,
'Cameron Parish',48,29.8468719706,-93.1988964755,
'Hood County',107,32.4299283238,-97.8322675076,
'Clarke County',157,31.6766595802,-87.8308098507,
'Clinch County',149,30.9149468971,-82.7062370645,
'Cherokee County',54,42.7356225783,-95.6238053959,
'Lee County',166,34.7806229431,-90.7820673213,
'Quitman County',55,31.8673305599,-85.0187841576,
'Litchfield County',329,41.7924983178,-73.2453207905,
'Lincoln County',28,43.997787332,-69.5257592569,
'Williamsburg city',59,37.2691767895,-76.707596151,
'Yancey County',63,35.8989479924,-82.3076279784,
'Montgomery County',76,38.0335228018,-83.913088975,
'Alexander County',41,37.191593361,-89.3376041231,
'Twin Falls County',67,42.3558758962,-114.667148472,
'Grand Traverse County',39,44.7162390791,-85.5522032462,
'Dickinson County',164,38.8665005829,-97.152702787,
'Roger Mills County',173,35.6883600988,-99.6957077129,
'Fairfield County',146,34.3951111298,-81.1212291623,
'Washington County',537,39.9710617874,-103.201252881,
'Borden County',1,32.74369415,-101.431748795,
'Nemaha County',95,39.7834476063,-96.0141016624,
'Amador County',229,38.446389504,-120.651115621,
'Saline County',220,34.6466183905,-92.676575561,
'Meade County',163,37.2381964095,-100.36618026,
'Phillips County',1,48.2591824926,-107.913235675,
'Day County',59,45.367151587,-97.6074090049,
'Adams County',85,40.7456599313,-84.9366547189,
'Beauregard Parish',104,30.6484687349,-93.343338993,
'Anderson County',116,31.8133256702,-95.6525471812,
'Caroline County',296,38.0267183008,-77.3470467441,
'Grant County',46,45.1719349421,-96.7676947106,
'Westmoreland County',364,40.31072723,-79.4669607014,
'Wahkiakum County',67,46.291133814,-123.433469914,
'Phelps County',125,40.5111130544,-99.4145428942,
'Fannin County',395,33.5938097958,-96.1068276828,
'Doniphan County',89,39.7880806129,-95.1467942431,
'Davidson County',345,35.7933524917,-80.2127487756,
'Tioga County',309,41.7721614458,-77.2542641766,
'Humboldt County',126,41.4068465707,-118.111965828,
'Bond County',173,38.8868296401,-89.4355442381,
'Tensas Parish',104,32.0016607751,-91.3400729965,
'San Juan County',122,37.764043073,-107.676147275,
'Jackson County',243,42.4321558891,-122.728517877,
'LaPorte County',324,41.5490215572,-86.7423662187,
'Crawford County',100,39.0026980674,-87.7595511478,
'Fulton County',153,41.60179891,-84.130079524,
'Worth County',57,43.3773984485,-93.2608475497,
'Ripley County',128,39.1034546659,-85.262386374,
'Franklin County',73,37.9922926916,-88.9241655023,
'Chambers County',199,32.9143722298,-85.3920429513,
'Putnam County',60,36.1408328072,-85.495190724,
'Cottonwood County',55,44.0071075264,-95.1811530449,
'Sevier County',71,33.9972551652,-94.2412727038,
'Van Wert County',115,40.8553982409,-84.5860991255,
'Antrim County',25,45.0073838126,-85.1758221578,
'Jackson County',214,42.2484873981,-84.423437303,
'Pearl River County',91,30.7687104974,-89.5897506359,
'Kenton County',105,38.9334528592,-84.5333168381,
'Hawkins County',70,36.4411634364,-82.9446876646,
'Oneida County',26,45.7055576976,-89.5218199491,
'East Carroll Parish',53,32.7325534614,-91.2350651111,
'Madison County',109,37.7201835062,-84.2779980048,
'Johnson County',587,32.3790131031,-97.3663297978,
'Fulton County',113,41.0469632989,-86.2635836849,
'Warren County',69,32.3572296163,-90.852011211,
'Hall County',268,34.316890097,-83.81967864,
'Garfield County',22,39.599307179,-107.903956154,
'Hampden County',118,42.1351123414,-72.6316491133,
'Dickinson County',27,43.3779847631,-95.1508300608,
'Fauquier County',553,38.7386464353,-77.8092394301,
'Bayfield County',44,46.6354343394,-91.1806847226,
'Elliott County',71,38.1178916805,-83.0976163428,
'Carson City',286,39.1511464297,-119.747422249,
'Cochise County',338,31.8796370864,-109.751263137,
'Bradford County',271,29.9499595746,-82.1687777662,
'Marion County',60,31.2308171304,-89.8224429891,
'Buena Vista city',142,37.731927576,-79.3568295188,
'Tyler County',47,30.7712321484,-94.3765939282,
'Mora County',391,36.0105961,-104.944975073,
'Johnson County',50,32.7014650504,-82.6600810997,
'Monroe County',214,34.6778362856,-91.2038921969,
'Fayette County',40,38.0287775598,-81.0811920732,
'Rock County',111,42.4212881344,-99.4499297346,
'Wythe County',88,36.9171118758,-81.0786676313,
'Walker County',242,30.7390448597,-95.5722839299,
'Dodge County',70,32.1721824488,-83.168399978,
'Forest County',28,45.6673207505,-88.7703948628,
'Gage County',141,40.261929702,-96.6894414425,
'Salt Lake County',1050,40.6673139262,-111.923601307,
'Hartford County',330,41.8064287933,-72.7328122495,
'Hayes County',272,40.5247823592,-101.06184392,
'Elk County',190,41.4252272843,-78.6490862597,
'Newport News city',105,37.0760435997,-76.5164553837,
'Gray County',193,35.4011632567,-100.812558034,
'Jackson County',201,35.5992402368,-91.2145376687,
'York County',290,43.4292261998,-70.6701460671,
'Attala County',67,33.0862934726,-89.5815415958,
'Starke County',122,41.2809264377,-86.6476485661,
'Ramsey County',864,45.0170541432,-93.099606274,
'Pennington County',2,48.0662320513,-96.0366682912,
'Jones County',93,32.7399038738,-99.8787442497,
'Laramie County',213,41.3070676864,-104.689620569,
'Mitchell County',114,32.3062117521,-100.921228654,
'Lexington city',52,37.7825305611,-79.4438937578,
'Greene County',210,35.4849957203,-77.6757626742,
'Mercer County',46,37.8110307874,-84.8744366862,
'Franklin County',75,40.1763448561,-98.9527962385,
'Woodson County',83,37.886670206,-95.7401677072,
'Powell County',171,46.856415378,-112.936158101,
'Coahoma County',108,34.2291655931,-90.602687016,
'Columbia County',362,30.2242399397,-82.6215388925,
'Throckmorton County',201,33.1774899421,-99.2123698529,
'Conway County',52,35.2622207059,-92.7013072101,
'Nodaway County',88,40.3607737937,-94.8834337255,
'Ransom County',24,46.456154939,-97.6574001918,
'Meigs County',110,35.5128264241,-84.8133871962,
'Clay County',35,43.0825803991,-95.1509194224,
'Greene County',316,37.258049088,-93.3419904743,
'Lehigh County',637,40.6127008036,-75.5923694841,
'Cerro Gordo County',77,43.0815577125,-93.2608184346,
'Crockett County',792,30.722983086,-101.412147662,
'Logan County',234,40.7246687188,-103.110095731,
'Latimer County',152,34.876034515,-95.2503733342,
'Washington County',90,39.4553161933,-81.4952544284,
'Howard County',94,40.4835856225,-86.1169307298,
'Christian County',201,36.8941807353,-87.4903805625,
'Manistee County',49,44.3428004034,-86.3641128583,
'Texas County',127,36.7479021665,-101.490100072,
'Putnam County',96,33.3217673671,-83.3728413605,
'Henderson County',108,35.6542570602,-88.3879869313,
'Lincoln County',166,38.1753645383,-82.070392228,
'Tipton County',110,35.4968698745,-89.7592441298,
'Gregg County',185,32.4804706054,-94.8169477887,
'Caroline County',352,38.8717218127,-75.8316009642,
'Wood County',210,41.3617078714,-83.6229779272,
'Bear Lake County',84,42.2847872565,-111.329738822,
'Lavaca County',66,29.3843544458,-96.9301524955,
'Fairfield County',329,39.7515988537,-82.6305889168,
'Skagit County',55,48.4820761134,-121.801606828,
'Bibb County',168,32.9986442965,-87.1264391014,
'Owen County',62,38.5196362585,-84.8281098255,
'Houston County',65,43.6714440477,-91.4928319425,
'Nicholas County',78,38.3355978163,-84.0153305006,
'Chesterfield County',183,34.6397559581,-80.1586830546,
'Webster County',65,33.6130681109,-89.2848255762,
'McDuffie County',78,33.4828592099,-82.4813683615,
'Keith County',112,41.1987931574,-101.661351227,
'Brantley County',301,31.1968761426,-81.9818955745,
'Alpena County',42,45.0311075069,-83.1652010912,
'Wayne County',157,36.8012652397,-84.828631199,
'White County',114,35.926348429,-85.4551771798,
'Dauphin County',539,40.4154405354,-76.7794746983,
'Thomas County',77,41.9135060744,-100.555845619,
'Bell County',255,31.0376717131,-97.4782023977,
'Cherokee County',206,34.1759559677,-85.6037937156,
'Ulster County',255,41.8881456263,-74.2585695251,
'Sagadahoc County',40,43.9117268938,-69.8393089562,
'Kossuth County',81,43.2041300298,-94.2067199306,
'Harrison County',122,41.6828527455,-95.8169208876,
'Webster County',104,42.4279491681,-94.1817743675,
'Pope County',110,37.4127561973,-88.5616201146,
'Sanilac County',90,43.4433116085,-82.6457538571,
'Charlottesville city',92,38.0374914786,-78.4854998848,
'Butler County',82,31.7524339429,-86.6802892154,
'Santa Barbara County',486,34.5383440862,-120.030786183,
'Stonewall County',197,33.1791243873,-100.253305507,
'Sonoma County',254,38.525292575,-122.922544658,
'Reagan County',229,31.3661921291,-101.523008414,
'Iron County',83,37.555148813,-90.7734903178,
'Gibson County',93,38.311825371,-87.584594368,
'Crawford County',149,40.8507725735,-82.9197777024,
'Nemaha County',90,40.3876548763,-95.8498160648,
'Nye County',27,38.0423815985,-116.471931336,
'Stark County',150,41.0933920308,-89.7974473885,
'Becker County',22,46.9346483657,-95.673923543,
'Oscoda County',21,44.6817581821,-84.1297714192,
'Rutland County',40,43.5800915709,-73.0366087399,
'Chesapeake city',198,36.6777445035,-76.3024182804,
'Steele County',15,47.4561506138,-97.7245908845,
'Portage County',66,44.4760263134,-89.501400671,
'Schuyler County',75,40.1580424715,-90.6150952137,
'Garfield County',50,41.9143570712,-98.9913852808,
'Forrest County',76,31.1888694049,-89.2578597971,
'Stephenson County',176,42.3518291045,-89.6622542939,
'Motley County',468,34.0740947769,-100.779828967,
'Thurston County',26,42.1581860579,-96.5440972071,
'Monroe County',79,36.712180279,-85.7165195846,
'Pittsylvania County',246,36.8212977305,-79.3971193907,
'Washtenaw County',373,42.2532253491,-83.83877051,
'Highland County',53,39.1847403436,-83.6009720963,
'Yolo County',358,38.6866603948,-121.90161702,
'York County',617,39.9199582772,-76.7265140685,
'Major County',175,36.3116475219,-98.5359514102,
'Otter Tail County',72,46.4087959622,-95.7080021514,
'Ellis County',637,32.3484295414,-96.7944846878,
'Faulkner County',124,35.1469781265,-92.332041157,
'Lake County',46,47.5231709536,-91.4088486044,
'St. Joseph County',335,41.6167180092,-86.2898576945,
'Ohio County',80,37.478191684,-86.8488901965,
'Ada County',473,43.4511000415,-116.241166631,
'Erie County',303,42.1174762417,-80.0981063578,
'Roberts County',40,45.6296435561,-96.9461134069,
'Cleveland County',275,35.2030564629,-97.3264528463,
'Washington County',156,45.0387533824,-92.883969287,
'St. Francis County',170,35.0219948491,-90.7478115543,
'Amite County',56,31.1743965268,-90.8044314871,
'Polk County',105,41.6855048252,-93.5735335401,
'Osage County',203,36.6291866782,-96.3984928926,
'Cherokee County',128,35.1338574515,-84.063444228,
'Doddridge County',74,39.2691704778,-80.70696595,
'Tehama County',191,40.1257361849,-122.233884853,
'Calloway County',70,36.6211012796,-88.2722011175,
'Pottawattamie County',269,41.3366123482,-95.542393077,
'Fulton County',1171,33.7902830104,-84.4669897339,
'Madison County',160,30.9655385978,-95.928410107,
'Aurora County',21,43.7180195308,-98.5615628976,
'Washington County',206,31.4076037932,-88.2078768076,
'Faribault County',57,43.6739283199,-93.947999339,
'Terrell County',97,30.2249615668,-102.07648647,
'Botetourt County',133,37.5571191153,-79.8123170828,
'Taylor County',106,32.5554592715,-84.2504642348,
'Warren County',256,41.8145746206,-79.2741433707,
'La Paz County',2228,33.7293704444,-113.981607439,
'Kalamazoo County',386,42.2454540023,-85.5311845383,
'Finney County',244,38.0443048231,-100.736990786,
'Logan County',164,40.1245363517,-89.3675209057,
'Wapello County',70,41.0305845373,-92.4094498846,
'Woodward County',159,36.422718944,-99.265080664,
'Yamhill County',156,45.2326671224,-123.308162692,
'Southampton County',72,36.7204000351,-77.1061007631,
'Huron County',178,41.1461539274,-82.5984082765,
'Pike County',113,34.1634980417,-93.6563416658,
'Mesa County',3,39.0182904955,-108.466440182,
'Leavenworth County',154,39.1993345198,-95.0379114409,
'Pettis County',69,38.7282893735,-93.2850962929,
'Dolores County',307,37.7516108062,-108.517265273,
'Clearwater County',25,47.5776534848,-95.3790237804,
'Santa Cruz County',242,37.0216059108,-122.009787403,
'Blanco County',316,30.2663768834,-98.3998650256,
'Frederick County',146,39.2045833383,-78.2625471123,
'Coffee County',65,31.4026271796,-85.9882069262,
'Somerset County',121,45.5138551635,-69.9588160836,
'Montgomery County',350,30.3002128386,-95.5030137057,
'Madison County',152,45.3006916099,-111.920256238,
'Gilmer County',75,34.6911781057,-84.4556269832,
'Livingston County',98,39.7821029111,-93.5482792786,
'Clayton County',2070,33.5419006063,-84.3576542517,
'Lac qui Parle County',42,44.995486929,-96.1734786585,
'Jackson County',113,44.3191504404,-90.8051677338,
'Brown County',103,42.4300205961,-99.9295064518,
'Gallatin County',85,38.7568746647,-84.8593123857,
'Bourbon County',42,38.2067299514,-84.2171399549,
'Piatt County',133,40.0103527451,-88.5910866502,
'Jefferson County',78,41.0317620678,-91.9488728782,
'Reynolds County',88,37.3623265574,-90.9690828337,
'Van Buren County',177,42.285105582,-86.3064148915,
'Loudon County',266,35.7347792105,-84.3118676685,
'Gordon County',180,34.5031701949,-84.8759139254,
'Highlands County',228,27.3433797347,-81.3410379056,
'Scotts Bluff County',86,41.8506075383,-103.70794664,
'Bonneville County',18,43.3877423794,-111.614752705,
'Green County',120,37.2641094188,-85.5531056748,
'Cumberland County',314,35.048611942,-78.8275607671,
'Kenosha County',268,42.5785041032,-87.6531182363,
'Ottawa County',234,42.948534903,-86.4218821702,
'Chaffee County',270,38.7469030854,-106.194066665,
'Shasta County',289,40.7637666014,-122.040521531,
'Vermilion Parish',93,29.8093893174,-92.304282947,
'Wilkes County',152,36.2062757623,-81.1633856618,
'Berrien County',672,41.9957776876,-86.6854211599,
'Montmorency County',20,45.0275448913,-84.127204086,
'St. Clair County',188,38.4703210348,-89.9283990217,
'Edwards County',144,29.9826329444,-100.304741702,
'Hamilton County',63,38.0815539776,-88.5390962907,
'Craighead County',104,35.8307887047,-90.632841255,
'Talladega County',132,33.3800616097,-86.1659036872,
'Shiawassee County',172,42.9537338684,-84.1467311037,
'Franklin city',124,36.6830914867,-76.9385845546,
'Stevens County',161,37.1923179509,-101.312046958,
'Baldwin County',653,30.6609696648,-87.7498400784,
'Talbot County',110,32.699486303,-84.5330101769,
'Dawson County',120,34.4442980744,-84.1706356875,
'Preble County',203,39.7415270637,-84.6480146659,
'Otero County',236,37.9027017254,-103.716445685,
'Douglas County',760,33.701828378,-84.7679728373,
'Orange County',191,36.0611182361,-79.120649356,
'Putnam County',421,41.4266615572,-73.74951416,
'Comanche County',38,31.9479781068,-98.5582573019,
'Ste. Genevieve County',114,37.8944043802,-90.1944237,
'Sherman County',130,41.220590588,-98.9762070587,
'Williamson County',496,30.6480415096,-97.6007621039,
'Marathon County',141,44.8982857088,-89.759058929,
'Whatcom County',40,48.8296158722,-121.872821263,
'Boone County',129,36.3085986469,-93.0915633723,
'Lewis County',94,40.0968997041,-91.7221441017,
'Beckham County',164,35.2687044015,-99.681956366,
'Asotin County',42,46.191800961,-117.203075017,
'Orleans County',66,43.3822824324,-78.2304441066,
'Otsego County',24,45.0214343278,-84.5989931681,
'Yellow Medicine County',24,44.7162497148,-95.8683593995,
'Breathitt County',68,37.5216171391,-83.3240853027,
'Marion County',169,34.0800586214,-79.362510123,
'Boone County',75,42.0365026335,-93.9316370877,
'Pitt County',361,35.5932989746,-77.3744965519,
'Jasper County',140,41.6860388529,-93.0537645398,
'Lee County',266,30.3106777835,-96.9657036787,
'Alameda County',1603,37.6504930265,-121.917998966,
'Thomas County',194,39.3509686024,-101.055531285,
'Ottawa County',125,39.132537495,-97.6502157692,
'Shelby County',139,35.1839946708,-89.8955956151,
'Grayson County',55,37.4608189464,-86.3438765333,
'Buchanan County',126,42.4707837931,-91.837842149,
'Morgan County',70,38.4237395729,-92.8859845551,
'Bledsoe County',109,35.5964202026,-85.2051550952,
'Laurens County',155,32.4636565938,-82.9222383646,
'New York County',751,40.7741618671,-73.9697971209,
'Dallas County',168,33.9698311293,-92.6544402046,
'Fredericksburg city',194,38.299192601,-77.4871504649,
'Dickens County',371,33.6166121137,-100.778860652,
'Pepin County',63,44.58291654,-92.0015496858,
'Kiowa County',199,37.5582639151,-99.2860476017,
'Hutchinson County',136,35.8400259746,-101.354699396,
'Val Verde County',79,29.8929601366,-101.151715198,
'Iowa County',146,43.0004744491,-90.1353840185,
'Alachua County',708,29.6747549911,-82.3577015483,
'Bucks County',815,40.3369482878,-75.1068734265,
'Glacier County',42,48.7050337785,-112.994708925,
'Santa Rosa County',556,30.6929040291,-87.0184494886,
'Rockcastle County',119,37.3651781719,-84.3159414648,
'Miami County',102,40.7695040098,-86.0450230743,
'McLean County',65,37.5291899516,-87.2636042463,
'Umatilla County',82,45.5919771895,-118.736784883,
'Oglala Lakota County',1,43.3355804524,-102.551617407,
'Indian River County',1117,27.6963908471,-80.5740896149,
'Pike County',135,41.3319875239,-75.0338289783,
'Rooks County',171,39.3502287543,-99.3250571176,
'Forsyth County',288,34.225546386,-84.1250173789,
'Sanborn County',59,44.0234449525,-98.0913750444,
'Grady County',154,35.0169370912,-97.8841201933,
'Menominee County',21,45.0043671834,-88.7100058635,
'Valencia County',824,34.7154580153,-106.809062349,
'Door County',36,45.0326297438,-87.028957047,
'Camden County',109,38.0270346749,-92.7660468541,
'Garfield County',262,36.3790614615,-97.7827227881,
'Lenawee County',190,41.8950837577,-84.0663667481,
'Armstrong County',212,34.9649255862,-101.357404339,
'Marengo County',72,32.2476134122,-87.7895192944,
'DeKalb County',229,34.4597729557,-85.8041426436,
'Franklin County',27,44.8575139984,-72.9120265429,
'Refugio County',193,28.3215753001,-97.1595214632,
'Decatur County',73,40.737682711,-93.7862814096,
'Edmonson County',92,37.2088402055,-86.2386201495,
'Allegany County',86,39.6214732187,-78.6975385506,
'Orange County',105,38.5417788857,-86.4950692821,
'Pocahontas County',75,42.7341351105,-94.6787466122,
'Clark County',149,34.0509558643,-93.1763674899,
'Schleicher County',291,30.8974526088,-100.538546044,
'Pratt County',173,37.6477353374,-98.7395957092,
'King and Queen County',86,37.7186360945,-76.8952824642,
'Cumberland County',94,39.2733468255,-88.2401981662,
'Scott County',142,38.6850699523,-85.7474680992,
'Muskogee County',94,35.6161390425,-95.3794738182,
'Parker County',460,32.777645813,-97.8050966636,
'Long County',122,31.752584831,-81.7457669756,
'St. Joseph County',186,41.9144142466,-85.5277446789,
'Union County',434,40.6598994131,-74.3081414246,
'Dutchess County',380,41.7651474406,-73.7428630516,
'Mills County',64,31.4951939674,-98.5954600939,
'Sabine County',105,31.3431998626,-93.8518024149,
'Vernon County',72,43.5938619334,-90.8343823934,
'Mayes County',128,36.3019098987,-95.2308460091,
'Blaine County',16,43.411940562,-113.980147573,
'Denver County',2527,39.7621646287,-104.875801423,
'Alleghany County',100,36.4912704378,-81.1278593427,
'Cotton County',229,34.2902311647,-98.3722432436,
'Washington County',118,37.9616839121,-90.8774245019,
'Adams County',121,39.9879052609,-91.1884921409,
'Darlington County',53,34.3325069471,-79.9577199015,
'Waushara County',37,44.1131203121,-89.2428789608,
'Dawes County',40,42.7197222221,-103.135438139,
'Ogemaw County',24,44.3349392585,-84.1264136573,
'Duval County',104,27.6813329888,-98.5089060613,
'Lafayette County',159,42.6604993637,-90.1317220132,
'Marion County',127,34.1365496957,-87.8871383639,
'Harlan County',78,36.8569745004,-83.2179510399,
'Charlotte County',106,37.0116206611,-78.6616435866,
'Wells County',18,47.5875228967,-99.6609104924,
'Delaware County',493,40.2783937765,-83.0048853482,
'Carson County',182,35.4035078706,-101.354183029,
'Burke County',112,33.0611535027,-82.0007811537,
'Minidoka County',60,42.8542597176,-113.637461803,
'Daviess County',69,37.731772508,-87.0872269242,
'Oregon County',83,36.6867158656,-91.4032949632,
'Oceana County',54,43.6446171312,-86.5817719968,
'Bullock County',69,32.1005542205,-85.7156972254,
'Cortland County',143,42.5950071515,-76.0702669072,
'Chester County',972,39.9731414157,-75.7484542227,
'Prince George''s County',435,38.8295152487,-76.8472924091,
'Mahoning County',169,41.0146401139,-80.7762950605,
'Richmond County',882,40.5623281403,-74.1382730507,
'Lake of the Woods County',2,48.771256978,-94.9045482536,
'Trempealeau County',65,44.3039525837,-91.3584515501,
'Linn County',120,38.2122718972,-94.8429319755,
'Calhoun County',108,33.5580341574,-92.5030441645,
'Ouray County',248,38.1554971802,-107.76931682,
'Montgomery County',335,36.4968580761,-87.382887079,
'McLean County',3,47.6069508739,-101.321804009,
'Dallas County',88,32.325973709,-87.1064763258,
'Wilson County',326,35.7051457145,-77.9186629547,
'Henry County',125,36.3318375802,-88.3012135686,
'Grant County',197,40.5158445871,-85.6547259036,
'Stephens County',171,34.5539435236,-83.2934335296,
'Cooke County',323,33.6392003476,-97.2126261296,
'Lee County',487,26.5756896561,-81.9154527285,
'Shenandoah County',146,38.8583044048,-78.570851665,
'Hopkins County',54,37.3088201365,-87.540842137,
'Graham County',646,32.9326627045,-109.887451628,
'Wilcox County',53,31.9728932009,-83.4323638025,
'Payette County',80,44.0067583131,-116.76084539,
'Concho County',164,31.3264967359,-99.8639623316,
'Obion County',85,36.3582326717,-89.1487992023,
'Cook County',31,47.726661247,-90.3859738837,
'Burnett County',18,45.8627174808,-92.3675651683,
'Pender County',228,34.5150997489,-77.8884355846,
'Fairfield County',486,41.2249600832,-73.3712046145,
'Norfolk city',118,36.9233401324,-76.2456336955,
'Jeff Davis County',126,31.8055957772,-82.6369408916,
'Marion County',60,32.7979817888,-94.3572221859,
'Jay County',84,40.4379183725,-85.0056353252,
'Summers County',102,37.6558723241,-80.8585729141,
'Lawrence County',216,34.5216520166,-87.311044513,
'Sherman County',176,36.2776668644,-101.893467006,
'Lincoln County',136,39.0580193147,-90.9600453966,
'Atascosa County',267,28.8935249788,-98.5271322703,
'Oconee County',114,33.8349402867,-83.437054781,
'Madison County',167,30.4441430277,-83.4701228264,
'Seward County',191,40.872385845,-97.1395097335,
'Carroll County',103,40.5795915499,-81.0897165993,
'St. Helena Parish',74,30.8219752667,-90.7103202756,
'Winnebago County',288,44.0688768938,-88.6446587541,
'Apache County',1526,35.3955080611,-109.488828707,
'Seminole County',100,30.9387779365,-84.8688701106,
'Gillespie County',130,30.3180548031,-98.9464800144,
'King George County',327,38.2737274749,-77.1564526995,
'Lebanon County',498,40.3672314599,-76.4577127611,
'Dade County',69,37.4320425654,-93.8502883553,
'Meigs County',83,39.0822408645,-82.0229005014,
'Murray County',86,34.482314169,-97.0679060587,
'Kent County',569,39.0959545402,-75.5046137018,
'Ravalli County',116,46.0816740437,-114.120758882,
'Marshall County',79,39.7836260546,-96.5229367542,
'Valley County',3,48.3653542741,-106.667442369,
'Warren County',214,38.9086479451,-78.2084593587,
'Fayette County',117,39.6400558465,-85.1787249608,
'Hamilton County',138,40.8730327985,-98.0228653105,
'Monroe County',109,33.0138972496,-83.9186821405,
'Gibson County',136,35.9966113202,-88.9326248037,
'Prince George County',45,37.1865096844,-77.2241521943,
'Eddy County',12,47.7176029342,-98.9016466849,
'Pierce County',1327,47.0376054401,-122.13722281,
'Cimarron County',298,36.7483050997,-102.517723689,
'Nance County',101,41.397302247,-97.9922509137,
'Glenn County',160,39.5984047698,-122.392206808,
'Belknap County',115,43.5179689655,-71.4226936063,
'Richmond County',135,37.9370590546,-76.7296872797,
'Hempstead County',52,33.7353045888,-93.6684431539,
'Sauk County',187,43.4266633846,-89.9482166667,
'James City County',56,37.3133053,-76.7738000898,
'Tangipahoa Parish',162,30.6266523214,-90.4056805267,
'Crook County',108,44.1421798372,-120.35658095,
'Terrell County',64,31.7768809864,-84.4369222013,
'McLeod County',38,44.8235439383,-94.2724202106,
'Lewis County',192,46.5777681751,-122.392638348,
'Wallace County',282,38.9166611398,-101.763574005,
'Franklin County',241,42.1810916537,-111.813201111,
'Greene County',174,32.8531388427,-87.9522309156,
'Palo Alto County',44,43.0820642869,-94.6781370701,
'Dodge County',76,44.0225894661,-92.8620540343,
'Freeborn County',69,43.6738441803,-93.3488158578,
'Barnstable County',36,41.7734492735,-70.2381374923,
'Effingham County',109,39.0597819407,-88.5898533622,
'Henry County',145,41.3338851661,-84.0682304213,
'Boone County',148,38.9906151273,-92.3096802497,
'Lynn County',7,33.1768244406,-101.816123837,
'Coal County',85,34.5881997167,-96.2977785791,
'Kimball County',159,41.1976566629,-103.714949912,
'Cook County',3519,41.8954290221,-87.6461407931,
'Greenwood County',142,34.1538305575,-82.1259300134,
'Lassen County',235,40.6735903894,-120.594332834,
'Champaign County',213,40.1376743616,-83.7694969558,
'Kendall County',315,29.9446888715,-98.7115552055,
'St. Bernard Parish',21,29.9047257308,-89.3041273649,
'Grant County',156,44.491500684,-119.007354057,
'Cibola County',1186,34.9125779857,-107.999724325,
'Kidder County',9,46.9801017563,-99.7800913745,
'Schuylkill County',330,40.7058005707,-76.2159548592,
'Sumter County',169,32.5910175308,-88.1987896089,
'Henrico County',343,37.5380074268,-77.405844847,
'Hays County',338,30.0581505603,-98.0310632636,
'Franklin County',67,36.9919552301,-79.8810638666,
'Cambria County',265,40.495294012,-78.7137032852,
'Creek County',194,35.9025835959,-96.3708562265,
'Elkhart County',118,41.5973844823,-85.8587552785,
